,cog,player,name,dob,role,team,join,leave
3802,Russia,Sedoy,Vadim Musorin,1992-06-08,Carry,Effect,2017-12-03,
3803,South Korea,SeleCT,Ryoo Kyung,1988-10-21,Offlaner,AzN,2009-??-??,2009-??-??
3804,South Korea,SeleCT,Ryoo Kyung,1988-10-21,Offlaner,Mineski.Korea,2012-11-12,2012-11-27
3805,South Korea,SeleCT,Ryoo Kyung,1988-10-21,Offlaner,Inphinity+4,2013-??-??,2013-??-??
3806,South Korea,SeleCT,Ryoo Kyung,1988-10-21,Offlaner,The Retry,2013-02-27,2013-03-04
3807,South Korea,SeleCT,Ryoo Kyung,1988-10-21,Offlaner,QPAD Red Pandas,2013-03-04,2013-05-26
3808,Netherlands,Seleri,Melchior Hillenkamp,N/A,Support,EE's Disciples,2015-10-??,2016-02-??
3809,Netherlands,Seleri,Melchior Hillenkamp,N/A,Support,GOOMBA Gaming,2016-03-23,2016-06-06
3810,Netherlands,Seleri,Melchior Hillenkamp,N/A,Support,Sanguine Sharks,2016-06-06,2016-07-28
3811,Netherlands,Seleri,Melchior Hillenkamp,N/A,Support,PRIES,2016-07-28,2016-08-21
3812,Netherlands,Seleri,Melchior Hillenkamp,N/A,Support,Sanguine Sharks,2016-08-21,2017-03-07
3813,Netherlands,Seleri,Melchior Hillenkamp,N/A,Support,Tuho,2017-06-22,2017-06-26
3814,China,Guvara,Hu Sen,N/A,Offlaner,EHOME.Luminous,2016-04-??,2017-01-01
3815,China,Guvara,Hu Sen,N/A,Offlaner,EHOME,2017-01-01,2017-05-23
3816,China,Guvara,Hu Sen,N/A,Offlaner,EHOME,2017-05-23,2017-05-24
3817,China,Guvara,Hu Sen,N/A,Offlaner,Eclipse,2017-05-24,2017-09-04
3818,China,Guvara,Hu Sen,N/A,Offlaner,Vici Gaming Potential,2017-09-04,
3819,China,September,Xue Zhichuan,N/A,Support,CDEC Avenger,2016-01-04,2016-03-21
3820,China,September,Xue Zhichuan,N/A,Support,LGD Gaming,2016-03-21,2016-09-17
3821,China,September,Xue Zhichuan,N/A,Support,CDEC Gaming,2016-09-17,2017-09-10
3822,China,September,Xue Zhichuan,N/A,Support,Eclipse,2017-09-10,
3823,China,Shade,Gao Zhenxiong,N/A,Solo Middle,boomloomdoom,2016-03-20,2016-05-14
3824,China,Shade,Gao Zhenxiong,N/A,Solo Middle,FTD club B,2016-05-20,2016-05-30
3825,China,Shade,Gao Zhenxiong,N/A,Solo Middle,FTD club A,2015-06-01,2016-06-30
3826,China,Shade,Gao Zhenxiong,N/A,Solo Middle,CDEC Gaming,2016-09-17,2017-01-06
3827,China,Shade,Gao Zhenxiong,N/A,Solo Middle,CDEC Gaming,2017-01-06,2017-09-22
3828,China,Shade,Gao Zhenxiong,N/A,Solo Middle,Eclipse,2017-09-22,2017-11-??
3829,China,Shade,Gao Zhenxiong,N/A,Solo Middle,CDEC Gaming,2017-11-??,
3830,Philippines,Seven (Filipino player),Jhonel Jay,N/A,Support,TnC Gaming,2015-01-22,2015-08-21
3831,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,GoD,2009 — 201,
3832,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,DCcom,2011,
3833,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,LowLandLions,2011-12-15,2012-01-13
3834,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,mousesports,2012-01-13,2012-10-16
3835,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,The GD B-Team,2012-10-17,2012-10-21
3836,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Zero,2012-10-24,2012-11-13
3837,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Absolute Legends,2012-11-13,2012-12-12
3838,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Evil Geniuses,2013-05-01,2013-09-01
3839,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Super Strong Dinosaurs,2013-09-05,2013-11-15
3840,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Team Zephyr,2014-01-03,2014-09-28
3841,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,hehe united,2014-12-01,2015-01-05
3842,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Basically Unknown,2015-01-05,2015-0?-??
3843,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Burden United,2015-02-21,2015-03-10
3844,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,4 Clover & Lepricon,2015-03-??,2016-01-02
3845,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Mamas Boys,2016-01-02,2016-02-01
3846,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Kaipi,2016-04-28,2016-10-28
3847,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,Geek Fam,2017-05-24,2017-09-06
3848,Netherlands,SexyBamboe,Alaan Faraj,1992-01-20,Offlaner,HellRaisers,2017-09-06,2017-11-30
3849,Ukraine,Sh4dowehhh,Eugeniy Aleskeev,1996-06-23,Support,Knights,2013-05-09,2014-01-21
3850,Ukraine,Sh4dowehhh,Eugeniy Aleskeev,1996-06-23,Support,Zdarova,2014-04-29,2014-05-23
3851,Ukraine,Sh4dowehhh,Eugeniy Aleskeev,1996-06-23,Support,ScaryFaceZ,2014-11-29,2015-??-??
3852,Ukraine,Sh4dowehhh,Eugeniy Aleskeev,1996-06-23,Support,Natus Vincere,2015-12-08,2016-03-06
3853,Ukraine,Sh4dowehhh,Eugeniy Aleskeev,1996-06-23,Support,DX,2016-09-17,2016-11-??
3854,Ukraine,Sh4dowehhh,Eugeniy Aleskeev,1996-06-23,Support,SFTe-sports,2017-05-23,2017-07-30
3855,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,Eclypsia,2012-11-12,2012-12-12
3856,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,Relax,2013-12-05,2014-08-08
3857,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,Power Rangers,2014-10-03,2015-02-12
3858,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,HellRaisers,2015-09-04,2016-03-22
3859,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,Rebels,2016-03-26,2016-05-22
3860,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,FlipSid3 Tactics,2016-05-22,2016-10-??
3861,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,Skorokhod+4,2016-10-??,2016-11-14
3862,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,Rebels,2016-11-14,2017-01-29
3863,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,Effect,2017-01-29,2017-05-23
3864,Russia,Shachlo,Maxim Abramovskikh,1992-05-22,Offlaner,Comanche,2017-09-24,2017-11-??
3865,China,Shadow (player),Chu Zeyu,1997-03-21,Carry,Green Shoots Gaming,2014-08-16,2014-10-27
3866,China,Shadow (player),Chu Zeyu,1997-03-21,Carry,Immortal Magneto Gaming,2014-10-27,2015-01-15
3867,China,Shadow (player),Chu Zeyu,1997-03-21,Carry,Kefira United,2015-03-31,2015-07-22
3868,China,Shadow (player),Chu Zeyu,1997-03-21,Carry,Wings Gaming,2015-08-25,2017-04-19
3869,China,Shadow (player),Chu Zeyu,1997-03-21,Carry,Team Random,2017-04-19,2017-05-24
3870,China,Shadow (player),Chu Zeyu,1997-03-21,Carry,Eclipse,2017-05-24,
3871,China,Ripuck,Zhou Shengchao,N/A,Offlaner,Terror blade !!,2014-12-16,2015-07-18
3872,China,Ripuck,Zhou Shengchao,N/A,Offlaner,FTD club B,2015-09-04,2015-??-??
3873,China,Ripuck,Zhou Shengchao,N/A,Offlaner,FTD club C,2015-10-??,2015-11-18
3874,China,Ripuck,Zhou Shengchao,N/A,Offlaner,boomloomdoom,2016-04-??,2016-05-23
3875,China,Ripuck,Zhou Shengchao,N/A,Offlaner,FTD club A,2016-06-19,2017-09-04
3876,China,Ripuck,Zhou Shengchao,N/A,Offlaner,For The Dream,2017-09-04,
3877,Malaysia,Sharky,Raymond Wong,N/A,Carry,MUFC,2012-??-??,2013-01-22
3878,Malaysia,Sharky,Raymond Wong,N/A,Carry,MUFC,2013-04-05,2013-10-16
3879,Malaysia,Sharky,Raymond Wong,N/A,Carry,Orange Esports,2013-10-16,2014-12-22
3880,Malaysia,Sharky,Raymond Wong,N/A,Carry,Johnny's Revenge,2014-??-??,2014-11-12
3881,Malaysia,Sharky,Raymond Wong,N/A,Carry,G Guard Esports,2014-11-12,2014-12-22
3882,Australia,Shatan,Alex Chang,N/A,Support,Natural 9,2011-11-02,2012-01-21
3883,Australia,Shatan,Alex Chang,N/A,Support,Absolute Legends,2012-01-21,2012-08-09
3884,Australia,Shatan,Alex Chang,N/A,Support,Natural 9,2012-08-09,2013-02-11
3885,Australia,Shatan,Alex Chang,N/A,Support,Team Immunity,2014-04-08,2015-05-??
3886,Australia,Shatan,Alex Chang,N/A,Support,Invasion e-Sports,2015-05-??,2015-08-25
3887,Australia,Shatan,Alex Chang,N/A,Support,Banaaaanas,2015-08-21,2015-??-??
3888,Australia,Shatan,Alex Chang,N/A,Support,Natural 9,2016-08-23,
3889,USA,Shiibbyy,Josh Trenholm,N/A,Solo Middle,Team Leviathan,2014-??-??,2014-06-06
3890,USA,Shiibbyy,Josh Trenholm,N/A,Solo Middle,Flipside Tactics,2014-06-06,2014-10-??
3891,USA,Shiibbyy,Josh Trenholm,N/A,Solo Middle,Team Leviathan,2014-10-15,2015-08-18
3892,USA,Shiibbyy,Josh Trenholm,N/A,Solo Middle,Team Imagine,2015-08-18,2015-09-23
3893,USA,Shiibbyy,Josh Trenholm,N/A,Solo Middle,Team Leviathan,2015-09-23,2016-03-03
3894,China,Shiki,Huang Jiwei,1992-10-07,Solo Middle,New Element,2013-08-20,2014-07-01
3895,China,Shiki,Huang Jiwei,1992-10-07,Solo Middle,Immortal Magneto Gaming,2014-09-02,2014-11-01
3896,China,Shiki,Huang Jiwei,1992-10-07,Solo Middle,CDEC Gaming,2015-03-15,2016-03-20
3897,China,Shiki,Huang Jiwei,1992-10-07,Solo Middle,CDEC Youth,2016-03-26,2016-08-20
3898,China,Shiki,Huang Jiwei,1992-10-07,Solo Middle,Eclipse,2017-05-24,2017-09-05
3899,China,Shiki,Huang Jiwei,1992-10-07,Solo Middle,Vici Gaming Potential,2017-10-02,
3900,China,Shining,Zhang Jiabao,N/A,Carry,We Are Young,2016-05-20,2017-05-26
3901,China,Shining,Zhang Jiabao,N/A,Carry,Rock Gaming,2017-09-09,
3902,USA,Shredder (player),Eric Sheeder,N/A,Carry,Team Leviathan,2014-??-??,2014-06-06
3903,USA,Shredder (player),Eric Sheeder,N/A,Carry,Flipside Tactics,2014-06-06,2014-10-??
3904,USA,Shredder (player),Eric Sheeder,N/A,Carry,Team Leviathan,2014-10-15,2015-07-23
3905,Finland,Sifla,Olli Vidberg,N/A,N/A,Rat in the dark,2012-??-??,2013-07-17
3906,Finland,Sifla,Olli Vidberg,N/A,N/A,Team Menace.fi,2013-07-17,2014-01-01
3907,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Moscow Five,2012-03-26,2012-09-06
3908,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Team Empire,2012-09-13,2013-04-16
3909,Russia,Silent,Airat Gaziev,1992-12-03,Carry,DD.Dota,2013-04-29,2013-06-04
3910,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Quantic Gaming,2013-06-04,2013-08-29
3911,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Team Empire,2013-08-29,2015-12-02
3912,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Virtus.pro,2015-12-02,2016-06-08
3913,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Polarity,2016-06-08,2016-06-30
3914,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Vega Squadron,2017-04-09,2017-09-19
3915,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Vega Squadron,2017-09-19,2017-10-18
3916,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Team Empire,2017-10-20,2017-11-01
3917,Russia,Silent,Airat Gaziev,1992-12-03,Carry,Team Empire,2017-11-01,
3918,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,mousesports,2011-12-05,2012-10-16
3919,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,The GD B-Team,2012-10-17,2012-10-21
3920,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Team Zero,2012-10-24,2012-11-05
3921,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,QPAD Red Pandas,2013-02-01,2013-08-07
3922,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Kaipi,2013-08-07,2013-09-19
3923,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,RSnake.int,2013-09-19,2013-10-09
3924,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Speed.int,2013-10-09,2014-02-09
3925,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Cloud9,2014-02-09,2014-08-13
3926,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Team Tinker,2014-08-11,2015-02-13
3927,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Burden United,2015-02-21,2015-06-27
3928,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Monkey Freedom Fighters,2015-08-22,2015-10-09
3929,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Monkey Freedom Fighters,2015-10-18,2015-12-09
3930,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Cloud9,2016-01-31,
3931,Netherlands,SingSing,WehSing Yuen,1991-06-19,Solo Middle,Kaipi,2016-03-14,2016-10-28
3932,USA,SirActionSlacks,Jake Kanner,N/A,Host,Digital Chaos,2016-03-26,2016-08-23
3933,Greece,SKANKS224,Ioannis Theodoridis,N/A,Support,XtremeXPC International,2014-05-??,2014-11-08
3934,Greece,SKANKS224,Ioannis Theodoridis,N/A,Support,London Conspiracy,2014-11-08,2015-08-17
3935,Greece,SKANKS224,Ioannis Theodoridis,N/A,Support,Golden Boys,2015-08-17,2016-??-??
3936,Greece,SKANKS224,Ioannis Theodoridis,N/A,Support,BrooDMotherS,2016-03-??,2016-06-28
3937,Greece,SKANKS224,Ioannis Theodoridis,N/A,Support,BrooDMotherS,2016-08-??,2016-11-02
3938,Greece,SKANKS224,Ioannis Theodoridis,N/A,Support,Ad Finem,2016-11-22,2017-03-06
3939,Greece,SKANKS224,Ioannis Theodoridis,N/A,Support,mousesports,2017-04-07,2017-12-23
3940,Philippines,Skemberlu,Rolen Andrei,N/A,Carry,Acion Arena,2016-03-10,2016-08-18
3941,Philippines,Skemberlu,Rolen Andrei,N/A,Carry,Arcanys Gaming,2016-08-15,2016-10-22
3942,Philippines,Skemberlu,Rolen Andrei,N/A,Carry,Acion Arena,2016-10-23,2016-??-??
3943,Philippines,Skemberlu,Rolen Andrei,N/A,Carry,Team Sikrit,2016-??-??,2016-??-??
3944,Philippines,Skemberlu,Rolen Andrei,N/A,Carry,Signify,2017-??-??,2017-??-??
3945,Philippines,Skemberlu,Rolen Andrei,N/A,Carry,Geek Fam,2017-09-22,
3946,South Korea,Sky,Park Yongkyu,N/A,Support,Pokerface,2014-04-27,2015-??-??
3947,Greece,SkyLark,Kharis Zafeiriou,N/A,Offlaner,Elysium Gaming,2014-07-??,2015-??-??
3948,Greece,SkyLark,Kharis Zafeiriou,N/A,Offlaner,London Conspiracy,2015-05-06,2015-08-17
3949,Greece,SkyLark,Kharis Zafeiriou,N/A,Offlaner,Golden Boys,2015-08-17,2015-12-04
3950,Greece,SkyLark,Kharis Zafeiriou,N/A,Offlaner,Ad Finem,2015-12-04,2017-03-06
3951,Greece,SkyLark,Kharis Zafeiriou,N/A,Offlaner,mousesports,2017-04-07,2017-12-23
3952,Denmark,Slahser,N/A,N/A,Support,Meet Your Makers,2007 — ?,
3953,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,Moscow Five International,2014-12-16,2015-02-15
3954,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,Moscow Five,2015-02-15,2015-??-??
3955,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,NewAfkTeam,2015-??-??,2015-??-??
3956,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,Big Red Machine,2015-10-06,2015-10-26
3957,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,Walrus Punch!,2015-10-30,2015-11-24
3958,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,Elements One,2016-01-01,2016-03-09
3959,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,Elements Pro,2016-03-09,2016-05-10
3960,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,Go2Olymp,2016-09-18,2016-10-26
3961,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,8000,2016-1?-??,2017-05-05
3962,Russia,Slander,Dmitry Zhukov,N/A,Offlaner,Cascade,2017-05-05,2017-09-15
3963,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,Exhausted Samurai roniN,2013-??-??,2014-??-??
3964,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,Adrenal1ne Rush,2014-??-??,2014-??-??
3965,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,Vast Cast,2014-??-??,2014-04-29
3966,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,Aftershock Gaming,2014-04-29,2014-07-02
3967,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,House of Gamers,2014-??-??,2015-01-??
3968,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,GameOnline,2015-01-19,2015-04-??
3969,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,mYinsanity,2015-??-??,2015-??-??
3970,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,KomandaMinus,2015-09-04,2015-??-??
3971,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,Maksalaatikko,2015-12-07,2016-??-??
3972,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,GOOMBA Gaming,2016-03-23,2016-06-06
3973,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,Sanguine Sharks,2016-06-06,2016-07-28
3974,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,PRIES Gaming,2016-07-28,2016-08-21
3975,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,Sanguine Sharks,2016-08-21,2017-03-??
3976,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,IKEA,2017-03-??,2017-03-09
3977,Bulgaria,SlashStrike,Stoyan Kralchev,N/A,Solo Middle,4 protect five,2017-03-09,2017-07-31
3978,USA,Slayer,Scott Palmer,N/A,Support,Stratos eSports,2015-08-05,2015-11-09
3979,USA,Slayer,Scott Palmer,N/A,Support,Astral Authority,2015-11-09,2015-12-06
3980,USA,Slayer,Scott Palmer,N/A,Support,Enemy,2015-12-06,2016-06-??
3981,USA,Slayer,Scott Palmer,N/A,Support,Exodus,2016-06-??,2016-09-??
3982,USA,Slayer,Scott Palmer,N/A,Support,Noblewingz,2017-05-17,2017-05-23
3983,USA,Slayer,Scott Palmer,N/A,Support,Team Leviathan,2017-08-29,2017-11-08
3984,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,Team Immunity,2014-04-08,2014-10-05
3985,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,Zephyr,2014-10-17,2015-01-13
3986,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,Invasion e-Sports,2015-04-02,2015-06-??
3987,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,Can't Say Wips,2015-06-17,2015-08-??
3988,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,Banaaaanas,2015-08-21,????-??-??
3989,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,Steak Gaming,2015-12-02,2016-02-03
3990,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,Power of Friendship,2016-02-03,2016-??-??
3991,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,EverNovaS,2016-03-26,2016-05-12
3992,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,EverNova,2016-06-02,2016-08-18
3993,Australia,SLiCKz,Trent Tucker,N/A,Solo Middle,Natural 9,2016-08-23,2016-12-??
3994,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Gamer University,2012-12-15,2013-03-13
3995,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Artyk Gaming,2013-03-??,2013-06-25
3996,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Denial eSports,2013-06-25,2013-08-14
3997,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Revenge eSports,2013-08-14,2014-06-??
3998,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Not Today,2014-06-??,2015-08-29
3999,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Sector V,2015-08-29,2015-09-30
4000,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Elite Wolves,2015-09-30,2016-??-??
4001,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Team DileCom,2017-02-18,2017-03-12
4002,Peru,SmAsH,Bryan Freddy,N/A,Solo Middle,Thunder Awaken,2017-03-12,2017-08-03
4003,Sweden,Smulgullig,Johan Gidmark,N/A,Offlaner,youBoat,2011-??-??,2012-03-02
4004,Sweden,Smulgullig,Johan Gidmark,N/A,Offlaner,Counter Logic Gaming,2012-03-02,2012-05-18
4005,Sweden,Smulgullig,Johan Gidmark,N/A,Offlaner,Turtle Masters,2012-12-05,2013-02-01
4006,Sweden,Smulgullig,Johan Gidmark,N/A,Offlaner,Turtle Masters,2013-09-19,2013-??-??
4007,Sweden,Smulgullig,Johan Gidmark,N/A,Offlaner,Team Dog,2014-02-16,2014-04-11
4008,Sweden,Smulgullig,Johan Gidmark,N/A,Offlaner,Turtle Masters,2014-??-??,2015-??-??
4009,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,PotM Bottom,2012-??-??,2012-09-22
4010,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Team Dignitas,2012-09-22,2012-12-29
4011,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Team Dignitas,2013-03-31,2013-08-17
4012,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Super Strong Dinosaurs,2013-09-05,2013-12-23
4013,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,North American Rejects,2014-04-11,2014-06-03
4014,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Na'Vi North America,2014-06-03,2014-12-05
4015,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Void Boys,2015-08-23,2015-11-30
4016,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Power of Friendship,2015-12-01,2016-03-22
4017,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Dragneel,2016-04-29,2016-06-??
4018,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Void Boys,2016-06-??,2016-09-15
4019,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Doo Wop,2016-09-15,2017-??-??
4020,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,is GG,2017-??-??,2017-05-23
4021,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,Team Freedom,2017-05-23,2017-??-??
4022,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,is GG,2017-08-??,2017-09-06
4023,USA,Sneyking,Jingjun Wu,1995-05-03,Offlaner,VGJ.Storm,2017-09-06,2018-01-02
4024,Australia,Snoopy,Trong Truong,N/A,Support,Natural 9,2011-11-02,2012-01-21
4025,Australia,Snoopy,Trong Truong,N/A,Support,Absolute Legends,2012-01-21,2012-08-09
4026,Australia,Snoopy,Trong Truong,N/A,Support,Natural 9,2012-08-09,2013-02-11
4027,China,Sober,Liu Renrui,N/A,Support,DUOBAO,2015-04-11,2016-03-??
4028,China,Sober,Liu Renrui,N/A,Support,EHOME.Keen,2015-03-27,2016-05-??
4029,China,Sober,Liu Renrui,N/A,Support,DUOBAO,2016-06-??,2016-08-??
4030,China,Sober,Liu Renrui,N/A,Support,Wings.Red,2016-10-10,2017-09-28
4031,China,Sober,Liu Renrui,N/A,Support,Bury Love,2017-09-28,
4032,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,Drakdräpare,2014-04-09,2014-04-11
4033,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,Monomaniac,2014-04-11,2014-05-20
4034,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,Team Coast,2014-05-20,2014-11-??
4035,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,LAJONS,2014-11-02,2014-11-18
4036,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,Ancient Warriors,2015-08-??,2015-09-03
4037,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,Princess Jellopy,2015-09-03,2015-10-23
4038,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,London Conspiracy,2015-10-23,2016-04-22
4039,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,Team Toast,2016-04-27,2016-07-27
4040,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,Rocket Scientists,2017-0?-??,2017-11-16
4041,Denmark,Solen,Sebastian Kjær,1992-07-09,Support,Team Singularity,2017-11-16,
4042,Sweden,Solitude,Yousif Kutaiba,N/A,Carry,Balkan Bears,2014-09-??,2015-01-12
4043,Sweden,Solitude,Yousif Kutaiba,N/A,Carry,Team Secret,2015-12-07,2015-12-??
4044,Sweden,Solitude,Yousif Kutaiba,N/A,Carry,Burden United,2016-01-02,2016-01-06
4045,Sweden,Solitude,Yousif Kutaiba,N/A,Carry,Avengers,2016-03-25,2016-03-27
4046,Sweden,Solitude,Yousif Kutaiba,N/A,Carry,Team Doge,2016-08-16,2016-10-??
4047,Sweden,Solitude,Yousif Kutaiba,N/A,Carry,SOLIDUDES,2016-10-??,2017-??-??
4048,Russia,Solo,Alexei Berezin,1990-08-07,Support,Moscow Five,2012-09-16,2012-11-01
4049,Russia,Solo,Alexei Berezin,1990-08-07,Support,Eclypsia,2012-11-12,2012-12-12
4050,Russia,Solo,Alexei Berezin,1990-08-07,Support,United Sexy Boys,2012-12-12,2013-01-01
4051,Russia,Solo,Alexei Berezin,1990-08-07,Support,XX5 Gaming,2013-01-01,2013-01-18
4052,Russia,Solo,Alexei Berezin,1990-08-07,Support,Ice Climbers,2013-01-18,2013-02-10
4053,Russia,Solo,Alexei Berezin,1990-08-07,Support,3D!Clan,2013-02-10,2013-03-20
4054,Russia,Solo,Alexei Berezin,1990-08-07,Support,RoX,2013-03-20,2013-06-21
4055,Russia,Solo,Alexei Berezin,1990-08-07,Support,RoX,2013-10-08,2013-10-25
4056,Russia,Solo,Alexei Berezin,1990-08-07,Support,Virtus.Pro,2013-10-25,2013-11-04
4057,Russia,Solo,Alexei Berezin,1990-08-07,Support,Poseidon,2013-11-05,2013-12-01
4058,Russia,Solo,Alexei Berezin,1990-08-07,Support,Relax,2013-12-01,2013-12-05
4059,Russia,Solo,Alexei Berezin,1990-08-07,Support,Rox,2014-02-13,2014-05-31
4060,Russia,Solo,Alexei Berezin,1990-08-07,Support,Team Empire,2014-08-26,2014-12-10
