,cog,player,name,dob,role,team,join,joinelo32,joinelo64,joinglicko,joinglickomu,joinglickophi,joinglickosigma,joinglicko2,joinglicko2mu,joinglicko2phi,joinglicko2sigma,leave,leaveelo32,leaveelo64,leaveglicko,leaveglickomu,leaveglickophi,leaveglickosigma,leaveglicko2,leaveglicko2mu,leaveglicko2phi,leaveglicko2sigma
2655,Philippines,Teehee,John Linuel,1995-11-20,1,TnC Gaming,2016-09-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2656,Philippines,Teehee,John Linuel,1995-11-20,1,Geek Fam,2016-11-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-09-05,972.0989680442707,960.8175884582594,824.7846852158254,1685.9602196936626,,344.4702137911348,1547.0848521532862,1685.9602196936626,,344.4702137911348
2657,Philippines,Teehee,John Linuel,1995-11-20,1,Entity Gaming,2017-09-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2658,Brazil,Therence,Therence Coelho,1995-01-29,1,semXorah,2014-11-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2659,Brazil,Therence,Therence Coelho,1995-01-29,1,T Show,2015-08-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-11-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2660,Brazil,Therence,Therence Coelho,1995-01-29,1,T Show,2015-12-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-01-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2661,Brazil,Therence,Therence Coelho,1995-01-29,1,T Show,2016-09-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-01-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2662,Brazil,Therence,Therence Coelho,1995-01-29,1,T Show,2017-09-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2663,Brazil,Thiolicor,Thiago de,1999-08-10,2,paiN Gaming,2016-01-23,976.4829703187498,976.7031407319291,1106.5239983698527,1684.9874257648123,,231.3853709579838,1106.5239983698527,1684.9874257648123,,231.3853709579838,2016-03-01,944.560438820474,905.0718981965999,1250.1024790744482,1609.2418604674326,,143.65575255719375,1399.8912479829858,1609.2418604674326,,143.65575255719375
2664,Brazil,Thiolicor,Thiago de,1999-08-10,2,g3nerationX,2016-04-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-09-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2665,Brazil,Thiolicor,Thiago de,1999-08-10,2,Keyd Stars,2016-09-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2666,Brazil,Thiolicor,Thiago de,1999-08-10,2,Midas Club Elite,2016-11-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-04-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2667,Brazil,Thiolicor,Thiago de,1999-08-10,2,Midas Club Elite,2017-06-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-09-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2668,Brazil,Thiolicor,Thiago de,1999-08-10,2,SG e-sports,2017-09-10,1011.4744578144137,1027.497987320919,1066.3653126607283,1916.6459635111335,,340.11226034016204,1066.3653126607283,1916.6459635111335,,340.11226034016204,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2669,USA,TidesofTime,Andrew Biessener,1991-12-31,2,PotM Bottom,2012-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-09-22,1082.7861266506502,1133.1717140245496,1461.0458744719344,1773.514624501525,,124.9875000118363,1571.0644827992503,1773.514624501525,,124.9875000118363
2670,USA,TidesofTime,Andrew Biessener,1991-12-31,2,Dignitas,2012-09-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-03-31,1162.6228058947574,1256.1572602537703,1645.7659009639633,1757.4107875266307,,44.65795462506692,1614.2082640953172,1757.4107875266307,,44.65795462506692
2671,Peru,Timado,Enzo Gianoli,2000-09-06,1,Balrogs,2016-01-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2672,Peru,Timado,Enzo Gianoli,2000-09-06,1,Team Freedom,2016-11-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2673,Peru,Timado,Enzo Gianoli,2000-09-06,1,Infamous,2017-03-31,999.0631918425823,986.9570759120674,1251.9229253308083,1643.8629799352273,,156.77602184176757,1251.9229253308083,1643.8629799352273,,156.77602184176757,2017-08-21,1045.8162772704393,1083.3934398938654,1529.4073240265448,1890.9581581086934,,144.62033363285943,1643.5852422561452,1890.9581581086934,,144.62033363285943
2674,Peru,Timado,Enzo Gianoli,2000-09-06,1,MidOrFeed,2017-08-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-11-27,921.0751609680997,900.8484547159292,1221.690329504588,1570.115509999579,,139.37007219799645,1422.9885600063683,1570.115509999579,,139.37007219799645
2675,Philippines,Tims,Timothy John,1997-07-04,2,Execration,2016-03-27,996.4091025687875,1042.2811706647915,1300.0707334408921,1648.8354503173907,,139.5058867505994,1300.0707334408921,1648.8354503173907,,139.5058867505994,2016-08-29,1093.6035239546193,1181.1701769901078,1457.0729176586865,1793.9624406203445,,134.75580918466318,1611.0564141222908,1793.9624406203445,,134.75580918466318
2676,Philippines,Tims,Timothy John,1997-07-04,2,Rave,2016-09-08,971.7432524660577,976.7473178077624,1103.4316835646437,1606.255113046567,,201.12937179276932,1103.4316835646437,1606.255113046567,,201.12937179276932,2016-12-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2677,Philippines,Tims,Timothy John,1997-07-04,2,TNC Pro Team,2016-12-15,1031.958917481632,1035.369216029485,1238.4730605198574,1766.1473732977634,,211.0697251111624,1238.4730605198574,1766.1473732977634,,211.0697251111624,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2678,Finland,Trixi,Kalle Saarinen,1989-12-28,1,mousesports,2011-12-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-05-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2679,Finland,Trixi,Kalle Saarinen,1989-12-28,1,Fnatic.EU,2012-09-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-09-??,1185.877261178481,1319.2786026618267,1885.2495530074273,2059.6285252232515,,69.75158888632969,1788.8870481337503,2059.6285252232515,,69.75158888632969
2680,Finland,Trixi,Kalle Saarinen,1989-12-28,1,4 Anchors + Sea Captain,2014-09-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2681,Finland,Trixi,Kalle Saarinen,1989-12-28,1,STARK eSports,2015-09-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-03-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2682,Finland,Trixi,Kalle Saarinen,1989-12-28,1,Team Defiance,2016-03-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-04-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2683,Finland,Trixi,Kalle Saarinen,1989-12-28,1,January 25th,2017-01-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-01-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2684,Finland,Trixi,Kalle Saarinen,1989-12-28,1,Ninjas in Pyjamas,2017-01-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-06-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2685,Finland,Trixi,Kalle Saarinen,1989-12-28,1,5 Anchors No Captain,2017-12-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2686,Singapore,Tudi,Yao Wen,1996-09-02,1,AkmA,2013-0?-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-0?-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2687,Singapore,Tudi,Yao Wen,1996-09-02,1,Monkey Spanner,2014-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-04-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2688,Singapore,Tudi,Yao Wen,1996-09-02,1,Kingdom,2014-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2689,Singapore,Tudi,Yao Wen,1996-09-02,1,Can't Say Wips,2014-09-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-05-31,840.1898913449662,777.2120632830497,1412.9205928693311,1647.7275129099469,,93.9227680162463,1477.1354395924789,1647.7275129099469,,93.9227680162463
2690,Singapore,Tudi,Yao Wen,1996-09-02,1,Spac_Creators,2015-08-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-10-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2691,Singapore,Tudi,Yao Wen,1996-09-02,1,Spac_Creators,2015-11-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2692,Singapore,Tudi,Yao Wen,1996-09-02,1,Mugsy ,2016-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2693,Singapore,Tudi,Yao Wen,1996-09-02,1,Slayers,2016-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2694,Singapore,Tudi,Yao Wen,1996-09-02,1,See You Again,2017-01-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2695,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,Online Kingdom,2011-08-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011-11-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2696,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,EZ Style,2011-11-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011-12-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2697,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,It's Gosu eSports,2011-12-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-04-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2698,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,Evil Geniuses,2012-05-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-09-12,1068.985183990985,1125.4400125494017,1427.1489695397693,1743.0377328589636,,126.35550532767775,1594.1758687658446,1743.0377328589636,,126.35550532767775
2699,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,Quantic Gaming,2012-09-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-10-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2700,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,Team Dignitas,2013-01-06,1138.7158252514937,1233.4747812972698,1547.5693705739443,1766.9771781813165,,87.7631230429489,1547.5693705739443,1766.9771781813165,,87.7631230429489,2013-09-19,1040.8289796198349,1046.9824831638155,1530.2362735489207,1748.261267027615,,87.20999739147774,1602.231089721883,1748.261267027615,,87.20999739147774
2701,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,Evil Geniuses,2013-09-19,1077.3846810641198,1102.7989593974664,1536.393938788564,1821.0231658458436,,113.85169082291183,1536.393938788564,1821.0231658458436,,113.85169082291183,2016-03-22,1168.3530036990423,1206.309073338748,1746.925125802144,2022.182444446961,,110.10292745792677,1854.7448519318875,2022.182444446961,,110.10292745792677
2702,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,Team Secret,2016-03-22,1160.8896807278181,1264.5458421238654,1723.5310655161486,2045.903861647062,,128.94911845236538,1723.5310655161486,2045.903861647062,,128.94911845236538,2016-06-09,1002.3953704389344,984.3189276734498,1497.7662885788418,1771.794019393874,,109.61109232601285,1749.3415537526403,1771.794019393874,,109.61109232601285
2703,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,Evil Geniuses,2016-06-09,1041.0572596647726,1047.7875699768385,1579.8708374023504,1811.4225718966168,,92.6206937977066,1579.8708374023504,1811.4225718966168,,92.6206937977066,2017-12-20,1110.63277293485,1130.0639235608096,1729.5123102269151,2033.4416860445535,,121.57175032705537,1853.3758509569284,2033.4416860445535,,121.57175032705537
2704,USA,UNiVeRsE,Saahil Arora,1989-10-11,1,Fnatic,2018-01-13,1167.6388521554186,1243.1196562270811,1803.722846904484,2014.3414139988217,,84.24742683773508,1803.722846904484,2014.3414139988217,,84.24742683773508,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2705,Ukraine,V1lat,Vitalii Volochai,1986-08-08,1,Wolker Gaming,2007-10-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2706,Peru,VanN,Juan Carlos,1994-06-15,1,Not Today,2015-02-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-08-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2707,Peru,VanN,Juan Carlos,1994-06-15,1,Sector V,2015-08-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2708,Peru,VanN,Juan Carlos,1994-06-15,1,Elite Wolves,2015-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2709,Peru,VanN,Juan Carlos,1994-06-15,1,Artyk Gaming,2015-12-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2710,Peru,VanN,Juan Carlos,1994-06-15,1,Slayers of Gods,2015-12-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2711,Peru,VanN,Juan Carlos,1994-06-15,1,Elite Wolves,2015-12-25,983.2895343819679,1002.5615297630812,1469.8704629276306,1709.7606828926264,,95.95608798599837,1469.8704629276306,1709.7606828926264,,95.95608798599837,2016-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2712,Peru,VanN,Juan Carlos,1994-06-15,1,Team DileCom,2017-02-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2713,Peru,VanN,Juan Carlos,1994-06-15,1,Thunder Awaken,2017-03-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-08-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2714,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,RoX,2013-03-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-08-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2715,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Empire,2013-08-30,963.7083767522997,988.6349293573757,1194.878872035705,1685.256574280824,,196.1510808980476,1194.878872035705,1685.256574280824,,196.1510808980476,2014-08-24,1139.2819673873712,1250.1930996429542,1680.3268127553538,1948.6395795672195,,107.32510672474625,1742.0424868542354,1948.6395795672195,,107.32510672474625
2716,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Natus Vincere,2014-08-25,1060.723538658085,1104.3553327708466,1801.4886643391737,2063.249108836565,,104.70417779895648,1801.4886643391737,2063.249108836565,,104.70417779895648,2015-08-26,985.2828924308441,957.6892982905899,1357.9056565155734,1775.3216990745393,,166.9664170235864,1661.1962712093493,1775.3216990745393,,166.9664170235864
2717,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,4 Clover & Lepricon,2015-05-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-08-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2718,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,CIS Rejects,2015-09-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-10-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Prodota Gaming X,2015-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-11-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Prodota Gaming,2015-11-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-01-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2721,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Avengers,2016-03-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-03-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2722,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Rebels,2016-03-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-05-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2723,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,FlipSid3 Tactics,2016-05-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-10-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2724,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Skorokhod+4,2016-10-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2725,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Team Spirit,2016-12-15,1003.2236625870796,1013.1101879265376,982.0034066304179,1857.0034066304179,,350.0,982.0034066304179,1857.0034066304179,,350.0,2017-07-20,1060.9460720979835,1141.7734808928979,1455.0475504690194,1883.784906864285,,171.4949425581063,1641.8952781513535,1883.784906864285,,171.4949425581063
2726,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Team Spirit,2017-07-20,1060.9460720979835,1141.7734808928979,1455.0475504690194,1883.784906864285,,171.4949425581063,1455.0475504690194,1883.784906864285,,171.4949425581063,2017-08-31,1045.6497186268887,1106.190920739083,1232.7736006884236,1883.784906864285,,260.40452247034455,1627.206897176494,1883.784906864285,,260.40452247034455
2727,Russia,VANSKOR,Ivan Skorokhod,1995-01-20,2,Team Empire,2017-09-12,1124.2479121514227,1207.6699297118466,1570.5757200822366,1898.1164122419837,,131.01627686389884,1570.5757200822366,1898.1164122419837,,131.01627686389884,2017-12-27,1071.6161919863437,1117.6009276508564,1558.770928346737,1914.2593338168283,,142.19536218803648,1741.5846320121113,1914.2593338168283,,142.19536218803648
2728,Australia,Velo,Kim Tae,1995-01-11,1,Spac_Creators,2015-09-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-10-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2729,Australia,Velo,Kim Tae,1995-01-11,1,MVP HOT6ix,2015-12-08,914.8878368496279,853.2032739914865,689.912844386654,1383.2380404271687,,277.3300784162059,689.912844386654,1383.2380404271687,,277.3300784162059,2016-06-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2730,Australia,Velo,Kim Tae,1995-01-11,1,MVP Phoenix,2016-09-17,1087.1794285738563,1165.619141819736,1525.1187806312237,1844.791969769721,,127.8692756553989,1525.1187806312237,1844.791969769721,,127.8692756553989,2017-01-08,970.8951650062847,973.0402615359131,1244.3019032462942,1713.9924589610878,,187.87622228591744,1642.6058721522722,1713.9924589610878,,187.87622228591744
2731,Australia,Velo,Kim Tae,1995-01-11,1,Geek Fam,2017-01-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-08-20,968.8518188562653,956.257501360989,897.5293088440255,1685.9602196936626,,315.3723643398548,1553.2215683370498,1685.9602196936626,,315.3723643398548
2732,Australia,Velo,Kim Tae,1995-01-11,1,WarriorsGaming.Unity,2017-08-21,1023.8075211834572,1022.3219643548064,1106.0014039044343,1845.907189703083,,295.96231431945955,1106.0014039044343,1845.907189703083,,295.96231431945955,2017-12-09,1003.3790328374884,1049.5903690510759,1451.6599458246876,1824.9339033150009,,149.3095829961253,1620.400394950413,1824.9339033150009,,149.3095829961253
2733,Australia,Velo,Kim Tae,1995-01-11,1,Clutch Gamers,2017-12-09,964.6762301313632,947.7239638386559,1105.5760501580983,1687.5958434377605,,232.8079173118649,1105.5760501580983,1687.5958434377605,,232.8079173118649,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2734,China,Victoria,Chen Guanhong,1995-11-05,2,King of Dream,2015-10-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-10-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2735,China,Victoria,Chen Guanhong,1995-11-05,2,CDEC Avenger,2015-12-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-01-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2736,China,Victoria,Chen Guanhong,1995-11-05,2,CDEC Youth,2016-03-25,1059.343832663978,1043.9872568499272,1605.3689324461166,1883.9652095722306,,111.43851085044562,1605.3689324461166,1883.9652095722306,,111.43851085044562,2016-09-13,1065.5542120563005,1070.1603524296884,1314.0995856847321,1888.1927450235282,,229.6372637355185,1744.134605547449,1888.1927450235282,,229.6372637355185
2737,China,Victoria,Chen Guanhong,1995-11-05,2,LGD Gaming,2016-09-14,1084.28549008528,1100.7046194055624,1427.0562502779262,1911.6005226076654,,193.81770893189565,1427.0562502779262,1911.6005226076654,,193.81770893189565,2017-12-21,964.0556393600798,927.8346885893554,1677.4160611521088,1854.1147097407684,,70.67945943546378,1787.1833006357085,1854.1147097407684,,70.67945943546378
2738,China,Victoria,Chen Guanhong,1995-11-05,2,CDEC Gaming,2017-12-21,927.4264989923663,876.6181561582157,998.1837572474006,1457.0791761342964,,183.5581675547583,998.1837572474006,1457.0791761342964,,183.5581675547583,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2739,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,Virtus.pro,2006 — 200,1198.6911169006453,1322.5460676642135,1719.9457135843313,2146.5187403168206,,170.62921069299574,1719.9457135843313,2146.5187403168206,,170.62921069299574,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2740,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,Ks.int,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2741,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,DTS,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2742,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,Ks.int,2008 — 200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2743,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,Rush3d,2009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2744,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,Lost.eu,2010 — 201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2745,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,A Team,2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2746,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,Moscow 5,2011-08-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011-11-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2747,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,DTS,2012-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2748,Russia,Vigoss,Ivan Shinkarev,1987-10-31,1,Moscow 5,2012-05-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-09-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
